t,Biosciences,Biotechnology Professional,0,561
s,skill:linkedin:en:biotechnolog,0.46500243379746287
s,skill:linkedin:en:molecular biolog,0.42456743955420523
s,skill:linkedin:en:lifesci,0.27293621114198907
s,skill:linkedin:en:biochemistri,0.24260996545954583
s,skill:linkedin:en:pcr,0.23250121689873143
s,skill:linkedin:en:cell cultur,0.2021749712162882
s,skill:linkedin:en:research,0.2021749712162882
s,skill:linkedin:en:life scienc,0.2021749712162882
s,skill:linkedin:en:microsoft offic,0.17184872553384495
s,skill:linkedin:en:scienc,0.12130498272977291
s,skill:linkedin:en:pharmaceut industri,0.12130498272977291
s,skill:linkedin:en:elisa,0.12130498272977291
s,skill:linkedin:en:dna extract,0.1111962341689585
s,skill:linkedin:en:data analysi,0.1111962341689585
s,skill:linkedin:en:cell biolog,0.1111962341689585
s,skill:linkedin:en:gmp,0.1010874856081441
s,skill:linkedin:en:genet,0.09097873704732967
s,skill:linkedin:en:valid,0.09097873704732967
s,skill:linkedin:en:bioinformat,0.08086998848651528
s,skill:linkedin:en:protein purif,0.08086998848651528
s,skill:linkedin:en:microbiolog,0.08086998848651528
s,skill:linkedin:en:chemistri,0.07076123992570087
s,skill:linkedin:en:medic devic,0.07076123992570087
s,skill:linkedin:en:molecular genet,0.06065249136488646
s,skill:linkedin:en:dna,0.06065249136488646
s,skill:linkedin:en:gel electrophoresi,0.06065249136488646
s,skill:linkedin:en:r d,0.06065249136488646
s,skill:linkedin:en:clinic research,0.06065249136488646
s,skill:linkedin:en:genom,0.06065249136488646
s,skill:linkedin:en:immunolog,0.06065249136488646
s,skill:linkedin:en:cell,0.05054374280407205
s,skill:linkedin:en:hplc,0.05054374280407205
s,skill:linkedin:en:molecular clone,0.05054374280407205
s,skill:linkedin:en:purif,0.05054374280407205
s,skill:linkedin:en:dna sequenc,0.05054374280407205
s,skill:linkedin:en:laboratori,0.05054374280407205
s,skill:linkedin:en:project manag,0.05054374280407205
s,skill:linkedin:en:western blot,0.05054374280407205
s,skill:linkedin:en:immunoblot,0.04043499424325764
s,skill:linkedin:en:assay develop,0.04043499424325764
s,skill:linkedin:en:manag,0.04043499424325764
s,skill:linkedin:en:statist,0.04043499424325764
s,skill:linkedin:en:microsoft excel,0.04043499424325764
s,skill:linkedin:en:comput biolog,0.04043499424325764
s,skill:linkedin:en:neurosci,0.04043499424325764
s,skill:linkedin:en:powerpoint,0.04043499424325764
s,skill:linkedin:en:protein express,0.04043499424325764
s,skill:linkedin:en:rt pcr,0.04043499424325764
